DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level,Mechanism,atc_category
DDInter949,Interferon gamma-1b,DDInter351,Chloramphenicol,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter952,Iobenguane (I-131),2,Unknown,Dermatologicals
DDInter1839,Tositumomab (I-131),DDInter351,Chloramphenicol,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter559,Diiodohydroxyquinoline,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter969,Ipilimumab,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter973,Irinotecan,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter974,Irinotecan (liposomal),2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter976,Iron Dextran,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter977,Iron protein succinylate,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter978,Iron sucrose,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter979,Isatuximab,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter980,Isavuconazonium,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter986,Isoniazid,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter994,Istradefylline,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter996,Ivabradine,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter997,Ivacaftor,3,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter998,Ivermectin,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1001,Ixabepilone,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1002,Ixazomib,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1017,Lactobacillus acidophilus,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1024,Lapatinib,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1026,Larotrectinib,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1032,Lefamulin,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1033,Leflunomide,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1034,Lemborexant,3,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1035,Lenalidomide,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1044,Levamisole,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1045,Levamlodipine,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1051,Levobupivacaine,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1043,Levacetylmethadol,3,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1073,Linezolid,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1085,Lomitapide,3,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1086,Lomustine,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1087,Lonafarnib,3,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1090,Loracarbef,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1094,Lorlatinib,2,Unknown,Dermatologicals
DDInter1098,Lovastatin,DDInter351,Chloramphenicol,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1102,Lumateperone,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1104,Lurasidone,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1105,Lurbinectedin,3,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1108,Lutetium Lu 177 dotatate,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1111,Macitentan,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1125,Maraviroc,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1133,Mechlorethamine,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1144,Melphalan,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1152,Mephenytoin,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1190,Methylphenobarbital,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1156,Mercaptopurine,2,Unknown,Dermatologicals
DDInter1166,Methadone,DDInter351,Chloramphenicol,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1195,Meticillin,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1173,Methohexital,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1174,Methotrexate,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1136,Mecobalamin,2,Antagonism,Dermatologicals
DDInter1187,Methylergometrine,DDInter351,Chloramphenicol,2,Unknown,Dermatologicals
DDInter1194,Methysergide,DDInter351,Chloramphenicol,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1207,Mezlocillin,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1214,Midostaurin,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1215,Mifepristone,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1229,Mirabegron,1,Unknown,Dermatologicals
DDInter1232,Mitomycin,DDInter351,Chloramphenicol,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1234,Mitoxantrone,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1236,Modafinil,1,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1238,Mogamulizumab,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1251,Mycophenolate mofetil,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1252,Mycophenolic acid,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1256,Nafcillin,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1258,Naldemedine,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1261,Naloxegol,3,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1270,Naxitamab,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1275,Nelarabine,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1281,Neratinib,3,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1293,Nilotinib,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1297,Niraparib,2,Unknown,Dermatologicals
DDInter1300,Nitisinone,DDInter351,Chloramphenicol,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1303,Nitrofurantoin,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1320,Obinutuzumab,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1321,Ocrelizumab,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1324,Ofatumumab,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1327,Olaparib,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1329,Oliceridine,3,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1335,Omacetaxine mepesuccinate,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1351,Osilodrostat,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1352,Osimertinib,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1354,Oxacillin,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1355,Oxaliplatin,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1366,Oxycodone,3,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1378,Paclitaxel (protein-bound),2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1379,Palbociclib,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1387,Panobinostat,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1400,Pazopanib,2,Unknown,Dermatologicals
DDInter1407,Peginterferon alfa-2a,DDInter351,Chloramphenicol,2,Unknown,Dermatologicals
DDInter1408,Peginterferon alfa-2b,DDInter351,Chloramphenicol,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1414,Pemetrexed,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1415,Pemigatinib,3,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter189,Benzylpenicillin,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter190,Benzylpenicillin (potassium),2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter191,Benzylpenicillin (sodium),2,Unknown,Dermatologicals
DDInter1423,Pentobarbital,DDInter351,Chloramphenicol,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1425,Pentostatin,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1435,Pexidartinib,3,Unknown,Dermatologicals
DDInter1460,Phenytoin,DDInter351,Chloramphenicol,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1467,Pimavanserin,2,Unknown,Dermatologicals
DDInter1469,Pimecrolimus (topical),DDInter351,Chloramphenicol,1,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1470,Pimozide,3,Unknown,Dermatologicals
DDInter1474,Piperacillin,DDInter351,Chloramphenicol,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1477,Pirfenidone,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1479,Pitavastatin,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1484,Plicamycin,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1485,Polatuzumab vedotin,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1491,Pomalidomide,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1492,Ponatinib,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1502,Pralatrexate,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1504,Pralsetinib,2,Unknown,Dermatologicals
DDInter1509,Pravastatin,DDInter351,Chloramphenicol,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1521,Primidone,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1526,Procarbazine,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1534,Propafenone,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1553,Quetiapine,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1561,Radium Ra 223 dichloride,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1581,Repaglinide,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1584,Retapamulin (topical),1,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1588,Ribociclib,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1590,Rifampicin,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1595,Rilpivirine,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1598,Rimegepant,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1601,Ripretinib,2,Unknown,Dermatologicals
DDInter1608,Rituximab,DDInter351,Chloramphenicol,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1609,Rivaroxaban,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1616,Romidepsin,2,Unknown,Dermatologicals
DDInter1620,Ropivacaine,DDInter351,Chloramphenicol,1,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1622,Rosuvastatin,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1626,Rucaparib,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1628,Ruxolitinib,1,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1643,Sarilumab,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1644,Satralizumab,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1646,Saxagliptin,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1649,Secnidazole,2,Unknown,Dermatologicals
DDInter1650,Secobarbital,DDInter351,Chloramphenicol,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1657,Selinexor,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1658,Selpercatinib,3,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1659,Selumetinib,3,Unknown,Dermatologicals
DDInter1666,Sildenafil,DDInter351,Chloramphenicol,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1667,Silodosin,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1675,Simvastatin,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1676,Siponimod,3,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1678,Sirolimus,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1687,Sodium ferric gluconate complex,2,Antagonism,Dermatologicals
DDInter351,Chloramphenicol,DDInter1692,"Sodium phosphate, monobasic (p32)",2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1696,Solifenacin,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1701,Sonidegib,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1710,Stavudine,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1711,Stiripentol,2,Unknown,Dermatologicals
DDInter1714,Streptozocin,DDInter351,Chloramphenicol,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1715,Strontium chloride Sr-89,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1733,Suvorexant,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1735,Tacrolimus,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1738,Tafasitamab,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1742,Talazoparib,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1750,Tazemetostat,3,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1757,Telbivudine,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1762,Temozolomide,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1763,Temsirolimus,2,Unknown,Dermatologicals
DDInter1765,Teniposide,DDInter351,Chloramphenicol,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1771,Teriflunomide,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1789,Thalidomide,2,Unknown,Dermatologicals
DDInter1814,Tioguanine,DDInter351,Chloramphenicol,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1797,Thiotepa,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1803,Ticarcillin,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1811,Tinidazole,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1819,Tisagenlecleucel,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1824,Tocilizumab,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1826,Tolazamide,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1828,Tolbutamide,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1832,Tolterodine,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1835,Topotecan,2,Unknown,Dermatologicals
DDInter1838,Tositumomab,DDInter351,Chloramphenicol,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1840,Trabectedin,2,Unknown,Dermatologicals
DDInter1846,Trastuzumab,DDInter351,Chloramphenicol,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1875,Trimetrexate,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1894,Typhoid vaccine (live),3,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1896,Ubrogepant,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1901,Upadacitinib,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1902,Uracil mustard,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1907,Ustekinumab,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1912,Valganciclovir,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1918,Vardenafil,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1926,Venetoclax,2,Unknown,Dermatologicals
DDInter1927,Venlafaxine,DDInter351,Chloramphenicol,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1936,Vinblastine,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1937,Vincristine,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1938,Vincristine (liposome),2,Unknown,Dermatologicals
DDInter1939,Vinorelbine,DDInter351,Chloramphenicol,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1949,Voxelotor,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1951,Warfarin,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1955,Zafirlukast,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1956,Zalcitabine,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1959,Zanubrutinib,2,Unknown,Dermatologicals
DDInter1967,Ziprasidone,DDInter351,Chloramphenicol,1,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter33,Aflibercept,2,Unknown,Dermatologicals
DDInter351,Chloramphenicol,DDInter1971,Zonisamide,2,Unknown,Dermatologicals
DDInter355,Chlordiazepoxide,DDInter361,Chlorphenesin,2,Unknown,Dermatologicals
DDInter395,Clemastine,DDInter355,Chlordiazepoxide,2,Unknown,Dermatologicals
DDInter355,Chlordiazepoxide,DDInter569,Diphenhydramine,2,Unknown,Dermatologicals
DDInter355,Chlordiazepoxide,DDInter593,Doxepin,2,Unknown,Dermatologicals
DDInter355,Chlordiazepoxide,DDInter594,Doxepin (topical),2,Unknown,Dermatologicals
DDInter670,Erythromycin,DDInter355,Chlordiazepoxide,2,Unknown,Dermatologicals
DDInter1226,Minoxidil,DDInter355,Chlordiazepoxide,2,Unknown,Dermatologicals
DDInter355,Chlordiazepoxide,DDInter1533,Promethazine,2,Unknown,Dermatologicals
DDInter355,Chlordiazepoxide,DDInter1155,Mepyramine,2,Unknown,Dermatologicals
DDInter355,Chlordiazepoxide,DDInter1735,Tacrolimus,2,Unknown,Dermatologicals
DDInter355,Chlordiazepoxide,DDInter1779,Tetracaine,2,Unknown,Dermatologicals
DDInter355,Chlordiazepoxide,DDInter1878,Tripelennamine,2,Unknown,Dermatologicals
DDInter397,Clidinium,DDInter835,Glycopyrronium (topical),2,Unknown,Dermatologicals
DDInter397,Clidinium,DDInter1008,Ketoconazole,2,Unknown,Dermatologicals
DDInter1364,Oxybuprocaine (ophthalmic),DDInter358,Chloroprocaine,2,Synergy,Dermatologicals
DDInter382,Cinchocaine (topical),DDInter358,Chloroprocaine,2,Unknown,Dermatologicals
DDInter1067,Lidocaine (ophthalmic),DDInter358,Chloroprocaine,2,Synergy,Dermatologicals
DDInter358,Chloroprocaine,DDInter1781,Tetracaine (topical),2,Unknown,Dermatologicals
DDInter359,Chloroquine,DDInter1364,Oxybuprocaine (ophthalmic),2,Unknown,Dermatologicals
DDInter475,Dapsone,DDInter359,Chloroquine,2,Unknown,Dermatologicals
DDInter476,Dapsone (topical),DDInter359,Chloroquine,2,Unknown,Dermatologicals
DDInter382,Cinchocaine (topical),DDInter359,Chloroquine,2,Unknown,Dermatologicals
DDInter359,Chloroquine,DDInter593,Doxepin,3,Unknown,Dermatologicals
DDInter359,Chloroquine,DDInter594,Doxepin (topical),3,Unknown,Dermatologicals
DDInter670,Erythromycin,DDInter359,Chloroquine,3,Unknown,Dermatologicals
DDInter743,Fluconazole,DDInter359,Chloroquine,3,Unknown,Dermatologicals
DDInter359,Chloroquine,DDInter1008,Ketoconazole,3,Unknown,Dermatologicals
DDInter1067,Lidocaine (ophthalmic),DDInter359,Chloroquine,2,Synergy,Dermatologicals
DDInter359,Chloroquine,DDInter1533,Promethazine,3,Unknown,Dermatologicals
DDInter359,Chloroquine,DDInter1735,Tacrolimus,3,Unknown,Dermatologicals
DDInter359,Chloroquine,DDInter1768,Terbinafine,2,Unknown,Dermatologicals
DDInter359,Chloroquine,DDInter1781,Tetracaine (topical),2,Unknown,Dermatologicals
DDInter360,Chlorothiazide,DDInter276,Calcium gluconate,2,Unknown,Dermatologicals
DDInter498,Demeclocycline,DDInter360,Chlorothiazide,1,Unknown,Dermatologicals
DDInter360,Chlorothiazide,DDInter593,Doxepin,2,Unknown,Dermatologicals
DDInter360,Chlorothiazide,DDInter594,Doxepin (topical),2,Unknown,Dermatologicals
DDInter360,Chlorothiazide,DDInter834,Glycopyrronium,1,Unknown,Dermatologicals
DDInter1177,Methoxsalen,DDInter360,Chlorothiazide,2,Unknown,Dermatologicals
DDInter360,Chlorothiazide,DDInter1191,Methylprednisolone,2,Unknown,Dermatologicals
DDInter1374,Oxytetracycline,DDInter360,Chlorothiazide,1,Unknown,Dermatologicals
DDInter1513,Prednisolone,DDInter360,Chlorothiazide,2,Unknown,Dermatologicals
DDInter360,Chlorothiazide,DDInter1533,Promethazine,2,Unknown,Dermatologicals
DDInter360,Chlorothiazide,DDInter1155,Mepyramine,2,Unknown,Dermatologicals
DDInter1783,Tetracycline,DDInter360,Chlorothiazide,1,Unknown,Dermatologicals
DDInter63,Amcinonide,DDInter364,Chlorpropamide,1,Unknown,Dermatologicals
DDInter364,Chlorpropamide,DDInter403,Clobetasol (topical),1,Unknown,Dermatologicals
DDInter364,Chlorpropamide,DDInter404,Clocortolone (topical),1,Unknown,Dermatologicals
DDInter364,Chlorpropamide,DDInter509,Desonide (topical),1,Unknown,Dermatologicals
DDInter510,Desoximetasone (topical),DDInter364,Chlorpropamide,1,Unknown,Dermatologicals
DDInter364,Chlorpropamide,DDInter515,Dexamethasone (ophthalmic),1,Unknown,Dermatologicals
DDInter364,Chlorpropamide,DDInter516,Dexamethasone (topical),1,Unknown,Dermatologicals
DDInter550,Diflorasone (topical),DDInter364,Chlorpropamide,1,Unknown,Dermatologicals
DDInter364,Chlorpropamide,DDInter593,Doxepin,2,Unknown,Dermatologicals
DDInter364,Chlorpropamide,DDInter594,Doxepin (topical),2,Unknown,Dermatologicals
DDInter670,Erythromycin,DDInter364,Chlorpropamide,2,Unknown,Dermatologicals
DDInter743,Fluconazole,DDInter364,Chlorpropamide,3,Unknown,Dermatologicals
DDInter364,Chlorpropamide,DDInter753,Fluocinonide (topical),1,Unknown,Dermatologicals
DDInter364,Chlorpropamide,DDInter761,Flurandrenolide (topical),1,Unknown,Dermatologicals
DDInter364,Chlorpropamide,DDInter768,Fluticasone (topical),1,Unknown,Dermatologicals
DDInter364,Chlorpropamide,DDInter851,Halcinonide (topical),1,Unknown,Dermatologicals
DDInter1898,Ulobetasol (topical),DDInter364,Chlorpropamide,1,Antagonism,Dermatologicals
DDInter1177,Methoxsalen,DDInter364,Chlorpropamide,2,Unknown,Dermatologicals
DDInter364,Chlorpropamide,DDInter1191,Methylprednisolone,2,Unknown,Dermatologicals
DDInter364,Chlorpropamide,DDInter1192,Methylprednisolone (topical),1,Unknown,Dermatologicals
DDInter364,Chlorpropamide,DDInter1209,Miconazole,3,Metabolism,Dermatologicals
DDInter364,Chlorpropamide,DDInter1512,Prednicarbate (topical),1,Unknown,Dermatologicals
DDInter364,Chlorpropamide,DDInter1513,Prednisolone,2,Unknown,Dermatologicals
DDInter364,Chlorpropamide,DDInter1533,Promethazine,2,Unknown,Dermatologicals
DDInter364,Chlorpropamide,DDInter1633,Salicylic acid (sodium),2,Unknown,Dermatologicals
DDInter1723,Sulfamethizole,DDInter364,Chlorpropamide,2,Unknown,Dermatologicals
DDInter364,Chlorpropamide,DDInter1735,Tacrolimus,2,Unknown,Dermatologicals
DDInter1857,Triamcinolone (ophthalmic),DDInter364,Chlorpropamide,2,Unknown,Dermatologicals
DDInter1858,Triamcinolone (topical),DDInter364,Chlorpropamide,1,Antagonism,Dermatologicals
DDInter365,Chlorthalidone,DDInter276,Calcium gluconate,2,Unknown,Dermatologicals
DDInter365,Chlorthalidone,DDInter498,Demeclocycline,1,Unknown,Dermatologicals
DDInter365,Chlorthalidone,DDInter593,Doxepin,2,Unknown,Dermatologicals
DDInter365,Chlorthalidone,DDInter594,Doxepin (topical),2,Unknown,Dermatologicals
DDInter365,Chlorthalidone,DDInter834,Glycopyrronium,1,Unknown,Dermatologicals
DDInter365,Chlorthalidone,DDInter1177,Methoxsalen,2,Unknown,Dermatologicals
DDInter365,Chlorthalidone,DDInter1191,Methylprednisolone,2,Unknown,Dermatologicals
DDInter365,Chlorthalidone,DDInter1374,Oxytetracycline,1,Unknown,Dermatologicals
DDInter365,Chlorthalidone,DDInter1513,Prednisolone,2,Unknown,Dermatologicals
DDInter365,Chlorthalidone,DDInter1533,Promethazine,2,Unknown,Dermatologicals
DDInter365,Chlorthalidone,DDInter1155,Mepyramine,2,Unknown,Dermatologicals
DDInter365,Chlorthalidone,DDInter1783,Tetracycline,1,Unknown,Dermatologicals
DDInter395,Clemastine,DDInter366,Chlorzoxazone,2,Unknown,Dermatologicals
DDInter366,Chlorzoxazone,DDInter569,Diphenhydramine,2,Unknown,Dermatologicals
DDInter366,Chlorzoxazone,DDInter593,Doxepin,2,Unknown,Dermatologicals
DDInter366,Chlorzoxazone,DDInter594,Doxepin (topical),2,Unknown,Dermatologicals
DDInter366,Chlorzoxazone,DDInter1533,Promethazine,2,Unknown,Dermatologicals
DDInter366,Chlorzoxazone,DDInter1155,Mepyramine,2,Unknown,Dermatologicals
DDInter366,Chlorzoxazone,DDInter1878,Tripelennamine,2,Unknown,Dermatologicals
DDInter67,Amikacin (liposome),DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),3,Unknown,Dermatologicals
DDInter398,Clindamycin,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),3,Unknown,Dermatologicals
DDInter475,Dapsone,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),3,Unknown,Dermatologicals
DDInter498,Demeclocycline,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),3,Unknown,Dermatologicals
DDInter609,Dupilumab,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),2,Unknown,Dermatologicals
DDInter670,Erythromycin,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),3,Unknown,Dermatologicals
DDInter815,Gentamicin,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),3,Unknown,Dermatologicals
DDInter1191,Methylprednisolone,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),2,Unknown,Dermatologicals
DDInter1277,Neomycin,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),3,Antagonism,Dermatologicals
DDInter1374,Oxytetracycline,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),3,Antagonism,Dermatologicals
DDInter1513,Prednisolone,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),2,Unknown,Dermatologicals
DDInter1591,Rifamycin,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),3,Antagonism,Dermatologicals
