cid,cid_name,ddinter_name,ddinter_num,match_type,score
CID100005544,triamcinolone,triamcinolone,1855,exact,1.0
CID100005546,triamterene,triamterene,1859,exact,1.0
CID100005556,triazolam,triazolam,1860,exact,1.0
CID100005564,triclosan,,,unmatched,0.0
CID100005565,trien,,,unmatched,0.0
CID100005566,trifluoperazine,trifluoperazine,1866,exact,1.0
CID100005572,trihexyphenidyl,trihexyphenidyl,1870,exact,1.0
CID100005576,trimethadione,trimethadione,1871,exact,1.0
CID100005577,trimethobenzamide,trimethobenzamide,1873,exact,1.0
CID100005578,trimethoprim,trimethoprim,1874,exact,1.0
CID100005582,trimetrexate,trimetrexate,1875,exact,1.0
CID100005584,trimipramine,trimipramine,1876,exact,1.0
CID100005591,troglitazone,troglitazone,1881,exact,1.0
CID100005593,tropicamide,tropicamide,1884,exact,1.0
CID100005595,tropisetron,,,unmatched,0.0
CID100005596,trospium,trospium,1886,exact,1.0
CID100005625,delavirdine,delavirdine,496,exact,1.0
CID100005636,unoprostone,,,unmatched,0.0
CID100005645,UDCA,,,unmatched,0.0
CID100005647,VACV,,,unmatched,0.0
CID100005650,valsartan,valsartan,1915,exact,1.0
CID100005651,Vancocine,vancomycin,1916,fuzzy,0.8421
CID100005656,venlafaxine,venlafaxine,1927,exact,1.0
CID100005665,vigabatrin,vigabatrin,1933,exact,1.0
CID100005672,vinorelbine,vinorelbine,1939,exact,1.0
CID100005717,zafirlukast,zafirlukast,1955,exact,1.0
CID100005718,zalcitabine,zalcitabine,1956,exact,1.0
CID100005719,zaleplon,zaleplon,1957,exact,1.0
CID100005721,zanamivir,zanamivir,1958,exact,1.0
CID100005726,zidovudine,zidovudine,1961,exact,1.0
CID100005727,ZnCl2,,,unmatched,0.0
CID100005731,zolmitriptan,zolmitriptan,1969,exact,1.0
CID100005732,zolpidem,zolpidem,1970,exact,1.0
CID100005734,zonisamide,zonisamide,1971,exact,1.0
CID100005735,zopiclone,zopiclone,1972,exact,1.0
CID100005746,mitomycin,mitomycin,1232,exact,1.0
CID100005771,oxytocin,oxytocin,1375,exact,1.0
CID100005775,phentolamine,phentolamine,1448,exact,1.0
CID100005877,demethyl,,,unmatched,0.0
CID100005878,oxandrolone,oxandrolone,1357,exact,1.0
CID100005939,biguanide,,,unmatched,0.0
CID100005978,vincristine,vincristine,1937,exact,1.0
CID100006018,tetrabenazine,tetrabenazine,1778,exact,1.0
CID100006049,EDTA,,,unmatched,0.0
CID100006058,cysteamine,,,unmatched,0.0
CID100006116,calcium,,,unmatched,0.0
CID100006238,17-hydroxyprogesterone,,,unmatched,0.0
CID100006256,trifluorothymidine,,,unmatched,0.0
CID100006432,Optison,,,unmatched,0.0
CID100006436,triamcinolone,triamcinolone,1855,exact,1.0
CID100006451,bromcresol,,,unmatched,0.0
CID100006468,phencyclidine,,,unmatched,0.0
CID100006476,methsuximide,methsuximide,1181,exact,1.0
CID100006503,tris,,,unmatched,0.0
CID100006726,cyclizine,cyclizine,453,exact,1.0
CID100007012,phenylbutyric,phenylbutyric acid,1452,fuzzy,0.8387
CID100007029,diethylpropion,diethylpropion,547,exact,1.0
CID100007187,benzoyl,,,unmatched,0.0
CID100007638,monobenzone,,,unmatched,0.0
CID100007699,benzonatate,benzonatate,185,exact,1.0
CID100008197,tetraen,,,unmatched,0.0
CID100008230,argenine,,,unmatched,0.0
CID100008612,chloroprocaine,chloroprocaine,358,exact,1.0
CID100008982,nafcillin,nafcillin,1256,exact,1.0
CID100009034,methohexital,methohexital,1173,exact,1.0
CID100009354,dimercaptosuccinic,,,unmatched,0.0
CID100009433,aminophylline,aminophylline,74,exact,1.0
CID100009904,nandrolone,oxandrolone,1357,fuzzy,0.8571
CID100010100,propoxyphene,,,unmatched,0.0
CID100010340,sodium,,,unmatched,0.0
CID100010413,hydroxybutyrate,,,unmatched,0.0
CID100010547,echothiophate,,,unmatched,0.0
CID100010631,medroxyprogesterone,medroxyprogesterone acetate,1137,fuzzy,0.8261
CID100010660,dimenhydrinate,dimenhydrinate,562,exact,1.0
CID100011125,lithium,,,unmatched,0.0
CID100011973,Brolene,,,unmatched,0.0
CID100012453,zuclopenthixol,,,unmatched,0.0
CID100012460,phendimetrazine,phendimetrazine,1439,exact,1.0
CID100012536,desonide,budesonide,246,fuzzy,0.8889
CID100012555,benzydamine,,,unmatched,0.0
CID100012559,erythromycin,erythromycin,670,exact,1.0
CID100012597,isomannide,,,unmatched,0.0
CID100012620,Tadenan,,,unmatched,0.0
CID100013314,lormetazepam,lorazepam,1092,fuzzy,0.8571
CID100013342,vinblastine,vinblastine,1936,exact,1.0
CID100014789,ferumoxytol,ferumoxytol,730,exact,1.0
CID100014888,arsenic,,,unmatched,0.0
CID100014917,fluoride,,,unmatched,0.0
CID100015232,benzathine,,,unmatched,0.0
CID100015459,metaxalone,metaxalone,1163,exact,1.0
CID100016124,methylene,,,unmatched,0.0
CID100016230,amiloride,amiloride,68,exact,1.0
CID100016362,pimozide,pimozide,1470,exact,1.0
CID100016533,betamethasone,betamethasone,195,exact,1.0
CID100016850,fluorescein,,,unmatched,0.0
CID100016886,5-aza-2'-deoxycytidine,,,unmatched,0.0
CID100017358,SonoVue,,,unmatched,0.0
CID100018140,estramustine,estramustine,681,exact,1.0
CID100019090,megestrol,,,unmatched,0.0
CID100020585,choline,,,unmatched,0.0
CID100020969,clocortolone,,,unmatched,0.0
CID100021800,betamethasone,betamethasone,195,exact,1.0
CID100021945,methenamine,methenamine,1169,exact,1.0
CID100022258,hydrocodone,hydrocodone,884,exact,1.0
CID100022318,gold,,,unmatched,0.0
CID100022502,procaine,procaine,1525,exact,1.0
CID100023703,ogen,,,unmatched,0.0
CID100023897,molindone,molindone,1239,exact,1.0
CID100023925,Fe(III,,,unmatched,0.0
CID100023926,lanthanum,,,unmatched,0.0
CID100023951,samarium,,,unmatched,0.0
CID100023954,silver,,,unmatched,0.0
CID100023957,technetium-99m,,,unmatched,0.0
CID100023976,chromium,,,unmatched,0.0
CID100023978,copper,,,unmatched,0.0
CID100023982,gadolinium,,,unmatched,0.0
CID100023993,yttrium,,,unmatched,0.0
CID100023994,zinc,,,unmatched,0.0
CID100024087,selenium,selenium,1654,exact,1.0
CID100024414,barium,,,unmatched,0.0
CID100024424,zinc,,,unmatched,0.0
CID100024450,potassium,,,unmatched,0.0
CID100024642,TlCl,,,unmatched,0.0
CID100024706,Triphasil,,,unmatched,0.0
CID100024748,glucose,,,unmatched,0.0
CID100024841,iodide,iodine,955,fuzzy,0.8333
CID100025419,clodronate,,,unmatched,0.0
CID100025959,Prussian,,,unmatched,0.0
CID100027304,HMDP,,,unmatched,0.0
CID100027400,pizotifen,,,unmatched,0.0
CID100027661,isosorbide-5-mononitrate,isosorbide mononitrate,990,fuzzy,0.913
CID100027991,desmopressin,desmopressin,507,exact,1.0
CID100027993,conjugated,,,unmatched,0.0
CID100028332,propoxyphene,,,unmatched,0.0
CID100028486,lithium,,,unmatched,0.0
CID100029089,chlorhexidine,chlorhexidine,356,exact,1.0
CID100030623,dexrazoxane,dexrazoxane,522,exact,1.0
CID100031072,carbimazole,,,unmatched,0.0
CID100031264,paraldehyde,paraldehyde,1391,exact,1.0
CID100031378,fludrocortisone,fludrocortisone,747,exact,1.0
CID100031477,metipranolol,,,unmatched,0.0
CID100032169,articaine,articaine,123,exact,1.0
CID100032281,Protirelin,,,unmatched,0.0
CID100032603,clindamycin,clindamycin,398,exact,1.0
CID100032797,clobetasol,clobetasol,402,exact,1.0
CID100032800,Asp-Tyr(SO3H)-Met-Gly-Trp-Met-Asp-Phe-NH2,,,unmatched,0.0
CID100034312,oxcarbazepine,oxcarbazepine,1360,exact,1.0
CID100036339,etomidate,etomidate,700,exact,1.0
CID100036523,gonadorelin,gonadorelin,838,exact,1.0
CID100036811,dobutamine,dobutamine,577,exact,1.0
CID100037392,halofantrine,halofantrine,852,exact,1.0
CID100037720,pentosan,pentostatin,1425,fuzzy,0.8421
CID100038904,carboplatin,carboplatin,298,exact,1.0
CID100039042,bezafibrate,,,unmatched,0.0
CID100039507,rimexolone,,,unmatched,0.0
CID100039524,stiripentol,stiripentol,1711,exact,1.0
CID100039764,vecuronium,vecuronium,1922,exact,1.0
CID100039860,nabilone,nabilone,1253,exact,1.0
CID100040159,permethrin,,,unmatched,0.0
CID100040632,pirfenidone,pirfenidone,1477,exact,1.0
CID100040703,pinaverium,,,unmatched,0.0
CID100040973,desogestrel,desogestrel,508,exact,1.0
CID100040976,Implanon,,,unmatched,0.0
CID100041317,acitretin,acitretin,21,exact,1.0
CID100041684,nitazoxanide,nitazoxanide,1299,exact,1.0
CID100041693,sufentanil,sufentanil,1718,exact,1.0
CID100041744,valrubicin,valrubicin,1914,exact,1.0
CID100041774,acarbose,acarbose,11,exact,1.0
CID100041781,torasemide,torasemide,1836,exact,1.0
CID100042113,desflurane,desflurane,503,exact,1.0
CID100042395,Westcort,,,unmatched,0.0
CID100042615,Supremon,,,unmatched,0.0
CID100042955,misoprostol,misoprostol,1231,exact,1.0
CID100044563,lodoxamide,,,unmatched,0.0
CID100044564,lodoxamide,,,unmatched,0.0
CID100045469,sodium,,,unmatched,0.0
CID100047319,atracurium,atracurium,135,exact,1.0
CID100047320,cisatracurium,cisatracurium,386,exact,1.0
CID100047419,cefuroxime,cefuroxime,335,exact,1.0
CID100047471,butoconazole,tioconazole,1813,fuzzy,0.8696
CID100047528,nicorandil,,,unmatched,0.0
CID100047640,naftifine,,,unmatched,0.0
CID100047725,Goserelin,Goserelin,839,exact,1.0
CID100050294,nedocromil,nedocromil,1273,exact,1.0
CID100050614,cefotetan,cefotetan,324,exact,1.0
CID100051263,alfentanil,alfentanil,43,exact,1.0
CID100051577,miglitol,miglitol,1217,exact,1.0
CID100051634,miglustat,miglustat,1218,exact,1.0
CID100052421,prednicarbate,,,unmatched,0.0
CID100054158,mebrofenin,mebrofenin,1129,exact,1.0
CID100054313,iloprost,iloprost,908,exact,1.0
CID100054331,fosfomycin,fosfomycin,780,exact,1.0
CID100054373,Octreotide,Octreotide,1323,exact,1.0
CID100054454,simvastatin,simvastatin,1675,exact,1.0
CID100054547,cefpodoxime,cefpodoxime,326,exact,1.0
CID100054688,clarithromycin,clarithromycin,393,exact,1.0
CID100054786,treprostinil,treprostinil,1852,exact,1.0
CID100054808,loteprednol,,,unmatched,0.0
CID100054840,atomoxetine,atomoxetine,132,exact,1.0
CID100054949,NSC,,,unmatched,0.0
CID100055331,moexiprilat,moexipril,1237,fuzzy,0.9
CID100055466,Gd-DTPA,,,unmatched,0.0
CID100055480,milnacipran,milnacipran,1220,exact,1.0
CID100056338,fosphenytoin,fosphenytoin,783,exact,1.0
CID100056959,ranolazine,ranolazine,1570,exact,1.0
CID100057166,Photofrin,,,unmatched,0.0
CID100057469,imiquimod,imiquimod,913,exact,1.0
CID100057537,rotigotine,rotigotine,1624,exact,1.0
CID100057697,pemirolast,,,unmatched,0.0
CID100059708,levetiracetam,levetiracetam,1046,exact,1.0
CID100059768,esmolol,esmolol,675,exact,1.0
CID100060146,tamsulosin,tamsulosin,1745,exact,1.0
CID100060164,adapalene,adapalene,28,exact,1.0
CID100060172,adefovir,,,unmatched,0.0
CID100060183,perindopril,perindopril,1431,exact,1.0
CID100060184,perindopril,perindopril,1431,exact,1.0
CID100060198,exemestane,exemestane,705,exact,1.0
CID100060490,zileuton,zileuton,1962,exact,1.0
CID100060496,amlodipine,amlodipine,79,exact,1.0
CID100060612,dexmedetomidine,dexmedetomidine,520,exact,1.0
CID100060613,cidofovir,cidofovir,378,exact,1.0
CID100060668,etoposide,etoposide,702,exact,1.0
CID100060695,rocuronium,rocuronium,1612,exact,1.0
CID100060706,meropenem,meropenem,1157,exact,1.0
CID100060714,gadoteridol,gadoteridol,798,exact,1.0
CID100060726,bromfenac,bromfenac,241,exact,1.0
CID100060751,mTHPC,,,unmatched,0.0
CID100060752,ibutilide,ibutilide,901,exact,1.0
CID100060754,gadodiamide,gadodiamide,794,exact,1.0
CID100060787,saquinavir,saquinavir,1640,exact,1.0
CID100060795,aripiprazole,aripiprazole,118,exact,1.0
CID100060814,remifentanil,remifentanil,1579,exact,1.0
CID100060830,tiotropium,tiotropium,1815,exact,1.0
CID100060834,duloxetine,duloxetine,608,exact,1.0
CID100060843,pemetrexed,pemetrexed,1414,exact,1.0
CID100060852,ibandronate,ibandronate,897,exact,1.0
CID100060853,ziprasidone,ziprasidone,1967,exact,1.0
CID100060860,metaiodobenzylguanidine,,,unmatched,0.0
CID100060864,olopatadine,olopatadine,1332,exact,1.0
CID100060867,levosimendan,,,unmatched,0.0
CID100060871,adefovir,,,unmatched,0.0
CID100060877,emtricitabine,emtricitabine,637,exact,1.0
CID100060878,eprosartan,eprosartan,658,exact,1.0
CID100060936,tiludronate,,,unmatched,0.0
CID100060953,capecitabine,capecitabine,285,exact,1.0
CID100061475,sodium,,,unmatched,0.0
CID100061799,monomethylfumarate,monomethyl fumarate,1240,fuzzy,0.973
CID100062305,doxycycline,doxycycline,598,exact,1.0
CID100062358,ammonium,,,unmatched,0.0
CID100062816,colestipol,colestipol,433,exact,1.0
CID100062819,Metrodin,,,unmatched,0.0
CID100062924,fluticasone,fluticasone,766,exact,1.0
CID100062956,fosinoprilat,fosinopril,781,fuzzy,0.9091
CID100062959,trovafloxacin,trovafloxacin,1887,exact,1.0
CID100062965,beclomethasone,,,unmatched,0.0
CID100063001,benazeprilat,benazepril,177,fuzzy,0.9091
CID100064147,valganciclovir,valganciclovir,1912,exact,1.0
CID100064778,Meropenem,Meropenem,1157,exact,1.0
CID100064929,fenofibric,,,unmatched,0.0
CID100064987,tenofovir,,,unmatched,0.0
CID100065014,AMD3100,,,unmatched,0.0
CID100065157,testosterone,testosterone,1775,exact,1.0
CID100065281,CAS,,,unmatched,0.0
CID100065370,Glat,,,unmatched,0.0
CID100065628,bendamustine,bendamustine,178,exact,1.0
CID100065840,colestimide,,,unmatched,0.0
CID100065856,reboxetine,,,unmatched,0.0
CID100065863,sertaconazole,,,unmatched,0.0
CID100065866,lercanidipine,,,unmatched,0.0
CID100065999,telmisartan,telmisartan,1759,exact,1.0
CID100068613,atosiban,,,unmatched,0.0
CID100068740,zoledronic,,,unmatched,0.0
CID100068844,brinzolamide,brinzolamide,237,exact,1.0
CID100069512,malvidin,,,unmatched,0.0
CID100071158,acamprosate,acamprosate,10,exact,1.0
CID100071273,ropivacaine,ropivacaine,1620,exact,1.0
CID100071301,nebivolol,nebivolol,1271,exact,1.0
CID100071316,mivacurium,mivacurium,1235,exact,1.0
CID100071329,dofetilide,dofetilide,580,exact,1.0
CID100071348,lanreotide,lanreotide,1021,exact,1.0
CID100071360,iloperidone,iloperidone,907,exact,1.0
CID100071362,Hoe,,,unmatched,0.0
CID100071406,TPGS,,,unmatched,0.0
CID100071436,Lutalyse,,,unmatched,0.0
CID100071469,erythromycin,erythromycin,670,exact,1.0
CID100071616,voriconazole,voriconazole,1946,exact,1.0
CID100072022,perindoprilat,perindopril,1431,fuzzy,0.9167
CID100072054,darifenacin,darifenacin,480,exact,1.0
CID100072081,Terlipressin,,,unmatched,0.0
CID100072111,rifaximin,rifaximin,1593,exact,1.0
CID100072466,bleomycin,bleomycin,219,exact,1.0
CID100072938,gemifloxacin,gemifloxacin,813,exact,1.0
CID100073303,doripenem,doripenem,586,exact,1.0
CID100073658,telithromycin,telithromycin,1758,exact,1.0
CID100074989,atovaquone,atovaquone,134,exact,1.0
CID100077992,frovatriptan,frovatriptan,788,exact,1.0
CID100077993,eletriptan,eletriptan,627,exact,1.0
CID100077996,paricalcitol,paricalcitol,1394,exact,1.0
CID100077997,MK-462,,,unmatched,0.0
CID100077998,rosiglitazone,rosiglitazone,1621,exact,1.0
CID100078032,Vallergan,valerian,1911,fuzzy,0.8235
CID100082146,bexarotene,bexarotene,202,exact,1.0
CID100082148,agomelatine,,,unmatched,0.0
CID100083030,Ge-132,,,unmatched,0.0
CID100083513,barium,,,unmatched,0.0
CID100083606,strontium,,,unmatched,0.0
CID100084003,ketorolac,ketorolac,1010,exact,1.0
CID100091488,fluocinolone,fluocinonide,752,fuzzy,0.8333
CID100093860,bortezomib,bortezomib,222,exact,1.0
CID100096312,nelarabine,nelarabine,1275,exact,1.0
CID100102258,rasburicase,rasburicase,1573,exact,1.0
CID100102399,dextran,,,unmatched,0.0
CID100104741,ICI,,,unmatched,0.0
CID100104758,raltitrexed,,,unmatched,0.0
CID100104778,levodopa/carbidopa,,,unmatched,0.0
CID100104799,fotemustine,,,unmatched,0.0
CID100104849,rimonabant,,,unmatched,0.0
CID100104865,bosentan,bosentan,223,exact,1.0
CID100105145,68Ga,,,unmatched,0.0
CID100107694,Diane-35,,,unmatched,0.0
CID100107969,FTY720,,,unmatched,0.0
CID100107994,quinaprilat,quinapril,1554,fuzzy,0.9
CID100110634,vardenafil,vardenafil,1918,exact,1.0
CID100110635,tadalafil,tadalafil,1736,exact,1.0
CID100114709,eslicarbazepine,eslicarbazepine,674,exact,1.0
CID100115237,paliperidone,paliperidone,1381,exact,1.0
CID100115355,NTBC,,,unmatched,0.0
CID100119182,clofarabine,clofarabine,405,exact,1.0
CID100119212,benzylpenicilloyl,benzylpenicillin,189,fuzzy,0.8485
CID100119607,valdecoxib,valdecoxib,1910,exact,1.0
CID100119828,parecoxib,,,unmatched,0.0
CID100119830,tenofovir,,,unmatched,0.0
CID100121396,N-carbamylglutamate,,,unmatched,0.0
CID100121749,ustekinumab,ustekinumab,1907,exact,1.0
CID100121892,retigabine,tiagabine,1801,fuzzy,0.8421
CID100122197,FP-CIT,,,unmatched,0.0
CID100122316,rasagiline,rasagiline,1572,exact,1.0
CID100123015,SU5416,,,unmatched,0.0
CID100123597,travoprost,travoprost,1849,exact,1.0
CID100123606,almotriptan,almotriptan,49,exact,1.0
CID100123610,Eptifibatide,Eptifibatide,659,exact,1.0
CID100123611,fondaparinux,fondaparinux,775,exact,1.0
CID100123619,etoricoxib,,,unmatched,0.0
CID100123620,mometasone,mometasone,2058,exact,1.0
CID100123623,Cancidas,,,unmatched,0.0
CID100123631,gefitinib,gefitinib,810,exact,1.0
CID100123634,Trisequens,,,unmatched,0.0
CID100123809,Madopar,,,unmatched,0.0
CID100124087,desloratadine,desloratadine,506,exact,1.0
CID100125017,desvenlafaxine,desvenlafaxine,511,exact,1.0
CID100125889,pregabalin,pregabalin,1516,exact,1.0
CID100127909,bimatoprost,bimatoprost,207,exact,1.0
CID100128549,trandolaprilat,trandolapril,1843,fuzzy,0.9231
CID100129228,rufinamide,rufinamide,1627,exact,1.0
CID100129806,rosuvastatin,rosuvastatin,1622,exact,1.0
CID100130564,esomeprazole,esomeprazole,676,exact,1.0
CID100130881,olmesartan,olmesartan,1330,exact,1.0
CID100131535,fosamprenavir,fosamprenavir,777,exact,1.0
CID100132804,pitavastatin,pitavastatin,1479,exact,1.0
CID100132971,abiraterone,abiraterone,8,exact,1.0
CID100132999,ivabradine,ivabradine,996,exact,1.0
CID100134018,febuxostat,febuxostat,713,exact,1.0
CID100134019,pixantrone,,,unmatched,0.0
CID100134780,pomalidomide,pomalidomide,1491,exact,1.0
CID100135113,sacrosidase,,,unmatched,0.0
CID100145068,nitric,,,unmatched,0.0
CID100147740,drospirenone,drospirenone,604,exact,1.0
CID100147912,posaconazole,posaconazole,1494,exact,1.0
CID100148121,pralatrexate,pralatrexate,1502,exact,1.0
CID100148127,ospemifene,ospemifene,1353,exact,1.0
CID100148191,temsirolimus,temsirolimus,1763,exact,1.0
CID100148192,atazanavir,atazanavir,129,exact,1.0
CID100148211,palonosetron,palonosetron,1382,exact,1.0
CID100150310,eplerenone,eplerenone,656,exact,1.0
CID100150311,ezetimibe,ezetimibe,707,exact,1.0
CID100150610,ertapenem,ertapenem,668,exact,1.0
CID100151075,nepafenac,,,unmatched,0.0
CID100151165,aprepitant,aprepitant,112,exact,1.0
CID100151171,conivaptan,conivaptan,438,exact,1.0
CID100152945,dutasteride,dutasteride,611,exact,1.0
CID100153941,entecavir,entecavir,647,exact,1.0
CID100153994,clevidipine,clevidipine,396,exact,1.0
CID100154058,solifenacin,solifenacin,1696,exact,1.0
CID100154256,bazedoxifene,bazedoxifene,167,exact,1.0
CID100156326,asenapine,asenapine,125,exact,1.0
CID100156418,cinacalcet,cinacalcet,381,exact,1.0
CID100157429,gadopentetate,,,unmatched,0.0
CID100157688,vinflunine,,,unmatched,0.0
CID100157920,lubiprostone,lubiprostone,1100,exact,1.0
CID100157921,methyl,,,unmatched,0.0
CID100158781,olmesartan,olmesartan,1330,exact,1.0
CID100158786,pegaptanib,,,unmatched,0.0
CID100159247,sevelamer,sevelamer,1663,exact,1.0
CID100160036,MnDPDP,,,unmatched,0.0
CID100160051,colesevelam,colesevelam,432,exact,1.0
CID100160352,zidovudine/lamivudine,,,unmatched,0.0
CID100163296,tipranavir,tipranavir,1817,exact,1.0
CID100166548,Anidulafungin,Anidulafungin,97,exact,1.0
CID100168625,poly(styrene,,,unmatched,0.0
CID100168924,lanthanum,,,unmatched,0.0
CID100170361,varenicline,varenicline,1919,exact,1.0
CID100171558,Kaluril,,,unmatched,0.0
CID100176870,erlotinib,erlotinib,667,exact,1.0
CID100179344,eslicarbazepine,eslicarbazepine,674,exact,1.0
CID100185457,S-benzoylmercaptoacetyltriglycine,,,unmatched,0.0
CID100192155,Prednefrin,,,unmatched,0.0
CID100193962,etravirine,etravirine,703,exact,1.0
CID100197281,gadobenate,,,unmatched,0.0
CID100197712,ambrisentan,ambrisentan,62,exact,1.0
CID100206527,L-Dmp,,,unmatched,0.0
CID100208898,dronedarone,dronedarone,602,exact,1.0
CID100208902,ramelteon,ramelteon,1564,exact,1.0
CID100208908,lapatinib,lapatinib,1024,exact,1.0
CID100208920,NuvaRing,,,unmatched,0.0
CID100213023,dabigatran,,,unmatched,0.0
CID100213039,darunavir,darunavir,482,exact,1.0
CID100213046,lurasidone,lurasidone,1104,exact,1.0
CID100214339,luliconazole,fluconazole,743,fuzzy,0.8696
CID100216209,aliskiren,aliskiren,46,exact,1.0
CID100216210,dabigatran,,,unmatched,0.0
CID100216235,sitaxsentan,,,unmatched,0.0
CID100216237,tolvaptan,tolvaptan,1833,exact,1.0
CID100216239,sorafenib,sorafenib,1702,exact,1.0
CID100216258,Colimycin,,,unmatched,0.0
CID100216326,lenalidomide,lenalidomide,1035,exact,1.0
CID100216416,lasofoxifene,,,unmatched,0.0
CID100219024,regadenoson,regadenoson,1575,exact,1.0
CID100219078,lacosamide,lacosamide,1014,exact,1.0
CID100219084,Gd-EOB-DTPA,,,unmatched,0.0
CID100219090,fosaprepitant,fosaprepitant,778,exact,1.0
CID100222786,cortisone,,,unmatched,0.0
CID100315411,18F-FDG,,,unmatched,0.0
CID100358641,trimethoprim-sulfamethoxazole,,,unmatched,0.0
CID100441332,carboprost,,,unmatched,0.0
CID100441382,natamycin,,,unmatched,0.0
CID100443379,CAS,,,unmatched,0.0
CID100444006,cefditoren,cefditoren,316,exact,1.0
CID100444013,gadoversetamide,gadoversetamide,799,exact,1.0
CID100444033,ciclesonide,ciclesonide,375,exact,1.0
CID100449193,roflumilast,roflumilast,1614,exact,1.0
CID100455658,hemin,hemin,855,exact,1.0
CID100477468,FK463,,,unmatched,0.0
CID100483407,maraviroc,maraviroc,1125,exact,1.0
CID100489129,efinaconazole,,,unmatched,0.0
CID100517045,sodium,,,unmatched,0.0
CID100644241,nilotinib,nilotinib,1293,exact,1.0
CID100656628,silodosin,silodosin,1667,exact,1.0
CID100656892,TMC207,,,unmatched,0.0
CID100657298,propylthiouracil,propylthiouracil,1541,exact,1.0
CID100667490,6-mercaptopurine,mercaptopurine,1156,fuzzy,0.9333
CID101349907,methimazole,methimazole,1170,exact,1.0
CID102723601,6-thioguanine,tioguanine,1814,fuzzy,0.8696
CID102761171,ethionamide,ethionamide,694,exact,1.0
CID103006171,rilpivirine,rilpivirine,1595,exact,1.0
CID103010818,d-telaprevir,telaprevir,1755,fuzzy,0.9091
CID103038497,fospropofol,fospropofol,784,exact,1.0
CID103052762,prucalopride,prucalopride,1544,exact,1.0
CID103055172,pimecrolimus,pimecrolimus,1468,exact,1.0
CID103062316,dasatinib,dasatinib,484,exact,1.0
CID103080904,Estrofem,,,unmatched,0.0
CID103081276,fluticasone/salmeterol,,,unmatched,0.0
CID103081361,vandetanib,vandetanib,1917,exact,1.0
CID103081362,telavancin,telavancin,1756,exact,1.0
CID103081884,copolymer,,,unmatched,0.0
CID103085017,sevelamer,sevelamer,1663,exact,1.0
CID103086257,Photofrin,,,unmatched,0.0
CID103086685,axitinib,axitinib,147,exact,1.0
CID103086686,sunitinib,sunitinib,1731,exact,1.0
CID103325225,ALX,,,unmatched,0.0
CID104369359,sitagliptin,sitagliptin,1679,exact,1.0
CID104474778,2-hydroxysuccinaldehyde,,,unmatched,0.0
CID104479094,doxercalciferol,doxercalciferol,595,exact,1.0
CID104479097,hydroxocobalamin,hydroxocobalamin,891,exact,1.0
CID104517618,sodium,,,unmatched,0.0
CID104630253,alclometasone,,,unmatched,0.0
CID104659568,entacapone,entacapone,646,exact,1.0
CID104659569,tolcapone,tolcapone,1829,exact,1.0
CID105001396,warfarin,warfarin,1951,exact,1.0
CID105251896,vildagliptin,,,unmatched,0.0
CID105273759,abacavir-lamivudine,,,unmatched,0.0
CID105277135,elvitegravir,elvitegravir,633,exact,1.0
CID105281007,dacarbazine,dacarbazine,463,exact,1.0
CID105310993,acipimox,,,unmatched,0.0
CID105311167,halobetasol,clobetasol,402,fuzzy,0.8571
CID105327147,polyoxyethylene,,,unmatched,0.0
CID105328940,bosutinib,bosutinib,224,exact,1.0
CID105353894,pralidoxime,pralidoxime,1503,exact,1.0
CID105353980,sulfasalazine,sulfasalazine,1725,exact,1.0
CID105359596,arsenic,,,unmatched,0.0
CID105360237,Paroven,,,unmatched,0.0
CID105361912,rifabutin,rifabutin,1589,exact,1.0
CID105361917,methylnaltrexone,methylnaltrexone,1188,exact,1.0
CID105362070,balsalazide,balsalazide,164,exact,1.0
CID105362420,verteporfin,verteporfin,1929,exact,1.0
CID105381226,rifampicin,rifampicin,1590,exact,1.0
CID105462337,olsalazine,olsalazine,1334,exact,1.0
CID105464096,ramiprilat,ramipril,1565,fuzzy,0.8889
CID105479141,CGP,,,unmatched,0.0
CID105487068,Mersyndol,,,unmatched,0.0
CID105487301,tegaserod,tegaserod,1754,exact,1.0
CID105488383,ofatumumab,ofatumumab,1324,exact,1.0
CID105488547,alvimopan,alvimopan,59,exact,1.0
CID105493381,deferasirox,deferasirox,488,exact,1.0
CID106102852,gadobutrol,gadobutrol,793,exact,1.0
CID106323497,rifapentine,rifapentine,1592,exact,1.0
CID106326970,selenium,selenium,1654,exact,1.0
CID106328144,radium,,,unmatched,0.0
CID106328526,AC1O3HA7,,,unmatched,0.0
CID106331630,eribulin,eribulin,666,exact,1.0
CID106333887,auranofin,auranofin,139,exact,1.0
CID106398970,cefdinir,cefdinir,315,exact,1.0
CID106433082,hexaminolevulinate,hexaminolevulinate,862,exact,1.0
CID106433091,tapentadol,tapentadol,1746,exact,1.0
CID106433101,tafluprost,,,unmatched,0.0
CID106433117,indacaterol,indacaterol,915,exact,1.0
CID106433119,rivaroxaban,rivaroxaban,1609,exact,1.0
CID106435110,ivermectin,ivermectin,998,exact,1.0
CID106437075,Timentin,,,unmatched,0.0
CID106440191,fidaxomicin,fidaxomicin,734,exact,1.0
CID106442177,everolimus,everolimus,704,exact,1.0
CID106445540,ixabepilone,ixabepilone,1001,exact,1.0
CID106452749,Locorten,,,unmatched,0.0
CID106453361,Sativex,,,unmatched,0.0
CID106477186,delamanid,,,unmatched,0.0
CID106850789,iron,iron,975,exact,1.0
CID106850791,leuprorelin,,,unmatched,0.0
